Date,cluster,cluster_name,avg_consumption,peak_consumption,min_consumption,std_consumption,is_weekend
2009-05-03,2,Peak-Heavy Pattern,1.1172763888888888,7.856,0.236,1.2608658182113825,1
2009-05-04,1,High Consumption Pattern,1.158251388888889,5.192,0.25,0.8603290193529497,0
2009-05-05,1,High Consumption Pattern,1.2024124999999999,4.288,0.246,0.92331212680916,0
2009-05-06,1,High Consumption Pattern,0.9374319444444444,4.604,0.256,0.7289745419334226,0
2009-05-07,0,Low Consumption Pattern,0.7032277777777778,4.288,0.244,0.5406384955102443,0
2009-05-08,1,High Consumption Pattern,1.2896916666666667,4.5,0.25,0.927349298861373,0
2009-05-09,1,High Consumption Pattern,0.8759388888888889,4.682,0.304,0.6975218452108636,1
2009-05-10,2,Peak-Heavy Pattern,1.3665916666666666,6.012,0.268,1.249537389838014,1
2009-05-11,1,High Consumption Pattern,1.0535944444444445,5.33,0.25,0.9462554926498902,0
2009-05-12,1,High Consumption Pattern,1.1291361111111111,6.34,0.314,0.8792873122195695,0
2009-05-13,1,High Consumption Pattern,0.8655541666666666,5.408,0.298,0.7486654245003251,0
2009-05-14,1,High Consumption Pattern,1.115961111111111,7.396,0.228,1.1482464782698376,0
2009-05-15,1,High Consumption Pattern,0.9876569444444445,5.256,0.208,0.7831805020366416,0
2009-05-16,2,Peak-Heavy Pattern,1.3940124999999999,6.732,0.144,1.0949509379329263,1
2009-05-17,1,High Consumption Pattern,1.0720583333333333,6.54,0.246,1.041349918759734,1
2009-05-18,1,High Consumption Pattern,0.8402124999999999,5.016,0.234,0.7769430317711777,0
2009-05-19,1,High Consumption Pattern,1.1231555555555557,5.458,0.244,0.9094487181370721,0
2009-05-20,1,High Consumption Pattern,0.907751388888889,5.39,0.248,0.741865632307056,0
2009-05-21,1,High Consumption Pattern,1.0938541666666668,5.744,0.226,0.8713411122089754,0
2009-05-22,1,High Consumption Pattern,0.7463930555555556,4.59,0.23,0.6049968840371149,0
2009-05-23,1,High Consumption Pattern,1.0629152777777777,4.284,0.23,0.7565521245817064,1
2009-05-24,1,High Consumption Pattern,0.8942958333333334,5.078,0.224,0.7888913544512113,1
2009-05-25,3,Moderate Consumption Pattern,0.9403444444444444,4.62,0.22,0.7592524125476228,0
2009-05-26,3,Moderate Consumption Pattern,0.9298423611111111,4.084,0.21,0.7239516681869893,0
2009-05-27,3,Moderate Consumption Pattern,1.072425,5.324,0.228,0.7986163033212554,0
2009-05-28,3,Moderate Consumption Pattern,0.8192611111111112,4.978,0.208,0.7425953912430101,0
2009-05-29,1,High Consumption Pattern,0.8630875,4.798,0.23,0.6861254972939212,0
2009-05-30,1,High Consumption Pattern,1.1521569444444444,6.24,0.238,0.8715242853402558,1
2009-05-31,0,Low Consumption Pattern,0.6645069444444445,3.77,0.136,0.6991143379245626,1
2009-06-01,3,Moderate Consumption Pattern,1.0022638888888888,5.322,0.136,0.9698344326585504,0
2009-06-02,0,Low Consumption Pattern,0.7573875,2.992,0.206,0.5994984652612468,0
2009-06-03,1,High Consumption Pattern,0.9420680555555555,4.262,0.206,0.7709300815506672,0
2009-06-04,3,Moderate Consumption Pattern,0.7192083333333333,4.892,0.134,0.7650101533616079,0
2009-06-05,3,Moderate Consumption Pattern,0.8544166666666666,4.19,0.19,0.5778804036693929,0
2009-06-06,3,Moderate Consumption Pattern,1.0246180555555555,6.282,0.192,0.9430004211310511,1
2009-06-07,3,Moderate Consumption Pattern,0.8384666666666667,8.76,0.164,0.96635919840785,1
2009-06-08,3,Moderate Consumption Pattern,0.8185944444444445,5.106,0.232,0.7390831477876354,0
2009-06-09,1,High Consumption Pattern,0.9255902777777777,4.96,0.206,0.84167654683697,0
2009-06-10,1,High Consumption Pattern,1.1131916666666668,5.322,0.208,0.9362095783718322,0
2009-06-11,1,High Consumption Pattern,0.9032291666666667,4.732,0.314,0.6142867683387636,0
2009-06-12,1,High Consumption Pattern,0.7650916666666666,4.524,0.292,0.6463833009263701,0
2009-06-16,3,Moderate Consumption Pattern,1.047772222222222,6.866,0.136,0.9554821584778463,0
2009-06-17,3,Moderate Consumption Pattern,0.6861222222222222,5.432,0.134,0.7282427346251528,0
2009-06-18,3,Moderate Consumption Pattern,0.8095138888888889,3.244,0.134,0.6000913271485,0
2009-06-19,3,Moderate Consumption Pattern,0.7547680555555556,4.888,0.134,0.6999734783671038,0
2009-06-20,3,Moderate Consumption Pattern,0.7688194444444444,5.5,0.134,0.744784734632774,1
2009-06-21,0,Low Consumption Pattern,0.5938486111111112,3.892,0.146,0.5921702484883331,1
2009-06-22,3,Moderate Consumption Pattern,0.7597902777777777,4.096,0.134,0.6475978280939285,0
2009-06-23,3,Moderate Consumption Pattern,0.7216763888888889,4.098,0.134,0.7286249509236995,0
2009-06-24,3,Moderate Consumption Pattern,1.0658847222222223,4.91,0.138,0.8870315171089507,0
2009-06-25,0,Low Consumption Pattern,0.5356680555555555,4.558,0.134,0.5564280236198228,0
2009-06-26,3,Moderate Consumption Pattern,0.8870291666666665,6.216,0.136,0.814717805557754,0
2009-06-27,1,High Consumption Pattern,1.1868416666666666,5.076,0.152,0.9924482765285224,1
2009-06-28,0,Low Consumption Pattern,0.7356902777777777,3.592,0.152,0.6526154968293347,1
2009-06-29,3,Moderate Consumption Pattern,0.7014819444444444,4.76,0.158,0.6671356181173177,0
2009-06-30,3,Moderate Consumption Pattern,0.8280875,5.222,0.14,0.6714112966275255,0
2009-07-01,1,High Consumption Pattern,0.8460708333333334,3.644,0.186,0.6501294791523923,0
2009-07-02,1,High Consumption Pattern,0.8629013888888889,5.174,0.184,0.7009656884997592,0
2009-07-03,0,Low Consumption Pattern,0.6001027777777778,4.226,0.134,0.589570466363541,0
2009-07-04,3,Moderate Consumption Pattern,0.8601166666666666,5.156,0.136,0.7794188371453512,1
2009-07-05,3,Moderate Consumption Pattern,0.9796777777777779,4.594,0.204,0.8722759581166565,1
2009-07-06,3,Moderate Consumption Pattern,0.6626805555555555,5.13,0.134,0.6357500159142141,0
2009-07-07,3,Moderate Consumption Pattern,0.7709277777777778,5.398,0.136,0.843162939073395,0
2009-07-08,1,High Consumption Pattern,0.8572222222222223,5.928,0.186,0.7997812352420074,0
2009-07-09,0,Low Consumption Pattern,0.587675,5.484,0.184,0.5050995649033979,0
2009-07-10,3,Moderate Consumption Pattern,0.8282819444444444,3.904,0.142,0.8180242377827862,0
2009-07-11,0,Low Consumption Pattern,0.6902555555555555,4.512,0.128,0.693315087784019,1
2009-07-12,0,Low Consumption Pattern,0.3565819444444444,2.122,0.128,0.3420936685493315,1
2009-07-13,0,Low Consumption Pattern,0.3449625,1.918,0.128,0.32298717584057496,0
2009-07-14,0,Low Consumption Pattern,0.6329374999999999,4.432,0.128,0.738734869925456,0
2009-07-15,0,Low Consumption Pattern,0.49866249999999995,4.228,0.122,0.5506785478679928,0
2009-07-16,0,Low Consumption Pattern,0.41635694444444443,2.362,0.142,0.3395121756202708,0
2009-07-17,0,Low Consumption Pattern,0.5082,2.062,0.138,0.44578506492924175,0
2009-07-18,0,Low Consumption Pattern,0.6711180555555555,2.63,0.138,0.51602776127205,1
2009-07-19,0,Low Consumption Pattern,0.8358638888888889,3.492,0.122,0.639083541473869,1
2009-07-20,0,Low Consumption Pattern,0.4600597222222222,4.632,0.128,0.5620206266285991,0
2009-07-21,0,Low Consumption Pattern,0.5651125,2.178,0.146,0.5065387799886435,0
2009-07-22,0,Low Consumption Pattern,0.5135638888888889,2.46,0.146,0.4220586942986652,0
2009-07-23,0,Low Consumption Pattern,0.7152777777777778,3.988,0.128,0.6271213787531806,0
2009-07-24,0,Low Consumption Pattern,0.39009583333333336,2.294,0.128,0.3688957120972711,0
2009-07-25,0,Low Consumption Pattern,0.3727,2.18,0.13,0.34134236744617497,1
2009-07-26,0,Low Consumption Pattern,0.3770944444444444,2.512,0.142,0.3488373174537611,1
2009-07-27,0,Low Consumption Pattern,0.4781708333333334,2.51,0.23,0.41281093234277266,0
2009-07-28,0,Low Consumption Pattern,0.6269791666666666,5.34,0.158,0.7071614171405892,0
2009-07-29,0,Low Consumption Pattern,0.6263888888888889,3.98,0.138,0.5496488829475771,0
2009-07-30,0,Low Consumption Pattern,0.5502263888888889,2.898,0.138,0.5413690686748505,0
2009-07-31,3,Moderate Consumption Pattern,0.6776597222222223,5.468,0.136,0.8278685162747634,0
2009-08-01,0,Low Consumption Pattern,0.4909486111111111,2.14,0.136,0.46676811744928043,1
2009-08-02,0,Low Consumption Pattern,0.3400861111111111,2.056,0.132,0.3179463695343683,1
2009-08-03,0,Low Consumption Pattern,0.3474291666666667,1.972,0.134,0.3246258580645018,0
2009-08-04,0,Low Consumption Pattern,0.3533972222222222,1.914,0.132,0.32797997022362024,0
2009-08-05,0,Low Consumption Pattern,0.360175,2.104,0.134,0.3235910088378458,0
2009-08-06,0,Low Consumption Pattern,0.36991111111111113,1.988,0.134,0.330697341228558,0
2009-08-07,0,Low Consumption Pattern,0.37451111111111113,2.018,0.134,0.3364416087466802,0
2009-08-08,0,Low Consumption Pattern,0.3656055555555555,2.012,0.136,0.3299956492601313,1
2009-08-09,3,Moderate Consumption Pattern,0.6932180555555556,5.446,0.136,0.8781308199757889,1
2009-08-10,3,Moderate Consumption Pattern,0.7426097222222222,5.344,0.152,0.8808232884674,0
2009-08-11,3,Moderate Consumption Pattern,0.6603847222222222,5.06,0.154,0.714206604259354,0
2009-08-12,0,Low Consumption Pattern,0.5725250000000001,3.648,0.152,0.5551933013611595,0
2009-08-14,0,Low Consumption Pattern,0.5199138888888889,3.422,0.154,0.41912655241217545,0
2009-08-15,3,Moderate Consumption Pattern,1.0514319444444444,5.516,0.15,0.9930527641804994,1
2009-08-16,3,Moderate Consumption Pattern,0.8456333333333333,4.448,0.154,0.7270980437696483,1
2009-08-17,0,Low Consumption Pattern,0.5457694444444444,3.232,0.144,0.49516132906732746,0
2009-08-18,3,Moderate Consumption Pattern,0.7504152777777777,5.698,0.146,0.9065834555971095,0
2009-08-19,0,Low Consumption Pattern,0.6116263888888889,4.73,0.142,0.593189953016259,0
2009-08-20,0,Low Consumption Pattern,0.5386958333333334,2.41,0.138,0.44706845189249667,0
2009-08-21,3,Moderate Consumption Pattern,0.8067680555555556,5.912,0.14,0.8767601815405749,0
2009-08-22,3,Moderate Consumption Pattern,1.0755125,7.696,0.14,1.0959134597088196,1
2009-08-23,3,Moderate Consumption Pattern,0.7407694444444445,4.554,0.14,0.7383119014569041,1
2009-08-24,3,Moderate Consumption Pattern,0.8696208333333333,4.81,0.148,0.8668487660286496,0
2009-08-25,0,Low Consumption Pattern,0.6552847222222222,4.518,0.154,0.6794423516001501,0
2009-08-26,3,Moderate Consumption Pattern,0.7892680555555556,7.056,0.15,0.9650938493039155,0
2009-08-27,0,Low Consumption Pattern,0.5204625,2.676,0.15,0.41567054761215516,0
2009-08-28,3,Moderate Consumption Pattern,0.7769736111111112,4.25,0.14,0.7834422427591946,0
2009-08-29,3,Moderate Consumption Pattern,0.9641763888888889,4.75,0.142,0.7957728413363276,1
2009-08-30,3,Moderate Consumption Pattern,1.1585708333333333,6.93,0.192,1.0538769929709126,1
2009-08-31,3,Moderate Consumption Pattern,0.8788347222222221,4.784,0.18,0.7147035097053814,0
2009-09-01,0,Low Consumption Pattern,0.6809277777777777,3.414,0.186,0.6029331827453006,0
2009-09-02,1,High Consumption Pattern,0.8491763888888889,4.358,0.188,0.7651519914221099,0
2009-09-03,3,Moderate Consumption Pattern,0.8688805555555557,4.45,0.182,0.7921679735392554,0
2009-09-04,0,Low Consumption Pattern,0.7113805555555555,3.678,0.186,0.6327601402072766,0
2009-09-05,3,Moderate Consumption Pattern,1.0512958333333333,5.862,0.186,0.9247115246038811,1
2009-09-06,3,Moderate Consumption Pattern,0.8532152777777778,4.412,0.136,0.8458761104363995,1
2009-09-07,3,Moderate Consumption Pattern,0.8482347222222223,6.746,0.132,1.0072101198944106,0
2009-09-08,3,Moderate Consumption Pattern,0.7543430555555555,4.792,0.134,0.7728334420870834,0
2009-09-09,3,Moderate Consumption Pattern,1.056488888888889,4.854,0.134,0.8994834653252292,0
2009-09-10,3,Moderate Consumption Pattern,0.7724680555555555,5.39,0.132,0.8323771665628853,0
2009-09-11,3,Moderate Consumption Pattern,0.8431569444444444,3.764,0.132,0.6820197921571356,0
2009-09-12,2,Peak-Heavy Pattern,1.4335819444444446,5.758,0.132,1.3892294944097543,1
2009-09-13,3,Moderate Consumption Pattern,1.0914083333333333,5.894,0.13,1.0007604057838084,1
2009-09-14,1,High Consumption Pattern,1.0936513888888888,7.344,0.186,1.0189308070591274,0
2009-09-15,1,High Consumption Pattern,1.0116708333333333,6.06,0.182,1.0000633864466042,0
2009-09-16,1,High Consumption Pattern,1.2105291666666667,5.696,0.182,1.0610601542750866,0
2009-09-17,1,High Consumption Pattern,0.8496013888888888,3.308,0.182,0.6530539574166772,0
2009-09-18,3,Moderate Consumption Pattern,0.9541888888888889,6.83,0.136,0.9993607785409867,0
2009-09-19,2,Peak-Heavy Pattern,1.4831319444444444,7.826,0.154,1.1412232561826308,1
2009-09-20,2,Peak-Heavy Pattern,1.4134222222222221,6.754,0.136,1.1073497385940008,1
2009-09-21,1,High Consumption Pattern,0.9846305555555556,5.59,0.184,0.8932646324481532,0
2009-09-22,3,Moderate Consumption Pattern,0.86565,4.648,0.182,0.7137386964111522,0
2009-09-23,3,Moderate Consumption Pattern,1.1365347222222222,5.574,0.132,0.9751648360381804,0
2009-09-24,3,Moderate Consumption Pattern,0.9904569444444444,5.794,0.128,1.0987565830163286,0
2009-09-25,0,Low Consumption Pattern,0.8062611111111112,3.08,0.13,0.6075334048087058,0
2009-09-26,1,High Consumption Pattern,1.0807319444444443,3.818,0.134,0.8030115867344946,1
2009-09-27,3,Moderate Consumption Pattern,0.9794944444444444,5.604,0.128,1.0249517461668638,1
2009-09-28,3,Moderate Consumption Pattern,0.9024,3.806,0.122,0.8058221780435335,0
2009-09-29,3,Moderate Consumption Pattern,0.7961097222222222,4.814,0.122,0.8060831932433448,0
2009-09-30,3,Moderate Consumption Pattern,1.2336583333333333,4.702,0.124,1.0244259363382717,0
2009-10-01,3,Moderate Consumption Pattern,0.893925,5.406,0.124,1.0677860503257788,0
2009-10-02,3,Moderate Consumption Pattern,0.8004638888888889,3.7,0.122,0.6877991580456865,0
2009-10-03,1,High Consumption Pattern,1.1921805555555556,5.594,0.154,1.0192693649176334,1
2009-10-04,3,Moderate Consumption Pattern,1.1257680555555556,6.332,0.124,1.1554775512573725,1
2009-10-05,1,High Consumption Pattern,0.8857791666666667,4.084,0.214,0.7553380835185536,0
2009-10-06,1,High Consumption Pattern,0.9919777777777778,5.036,0.22,0.9013002541995735,0
2009-10-07,1,High Consumption Pattern,1.2651625,6.284,0.244,1.0110149167547555,0
2009-10-08,1,High Consumption Pattern,1.0952541666666666,5.026,0.218,0.8608620608560953,0
2009-10-09,1,High Consumption Pattern,0.9387930555555556,3.404,0.218,0.6337385561579726,0
2009-10-10,2,Peak-Heavy Pattern,1.3977472222222223,6.658,0.228,1.1601796954071748,1
2009-10-11,2,Peak-Heavy Pattern,1.3464381944444446,6.492,0.226,1.3850473850593839,1
2009-10-12,1,High Consumption Pattern,0.938613888888889,3.756,0.212,0.854263246172455,0
2009-10-13,1,High Consumption Pattern,1.0063194444444443,4.736,0.216,0.8616103372258389,0
2009-10-14,1,High Consumption Pattern,1.18835,5.246,0.212,0.974117164357429,0
2009-10-15,1,High Consumption Pattern,1.0347055555555555,5.266,0.218,0.9554376775968993,0
2009-10-16,1,High Consumption Pattern,1.053375,5.082,0.22,0.8351810968638604,0
2009-10-17,2,Peak-Heavy Pattern,1.9042222222222223,8.126,0.222,1.40979300421187,1
2009-10-18,1,High Consumption Pattern,1.0806694444444445,4.58,0.222,0.789334267331734,1
2009-10-19,1,High Consumption Pattern,0.9507694444444444,4.67,0.218,0.9715137824567976,0
2009-10-20,1,High Consumption Pattern,1.1963944444444445,5.124,0.23,0.941163008287753,0
2009-10-21,2,Peak-Heavy Pattern,1.3677125,5.17,0.224,1.1464556266182855,0
2009-10-22,1,High Consumption Pattern,0.9720208333333333,5.146,0.23,0.7420959571191721,0
2009-10-23,1,High Consumption Pattern,1.2204513888888888,8.708,0.226,1.1758017655782445,0
2009-10-24,2,Peak-Heavy Pattern,1.815561111111111,5.752,0.232,1.4058645762752993,1
2009-10-25,2,Peak-Heavy Pattern,1.6712055555555556,6.586,0.224,1.2650907372291142,1
2009-10-26,0,Low Consumption Pattern,0.7724611111111112,3.848,0.226,0.666197109851567,0
2009-10-27,1,High Consumption Pattern,0.775525,5.014,0.212,0.6906635593822165,0
2009-10-28,1,High Consumption Pattern,0.8810472222222223,5.218,0.218,0.7310109085565638,0
2009-10-29,2,Peak-Heavy Pattern,1.3760000000000001,6.032,0.218,1.279078703362468,0
2009-10-30,1,High Consumption Pattern,1.0370541666666666,5.978,0.22,0.9072084713044359,0
2009-10-31,1,High Consumption Pattern,1.3027375,6.064,0.216,1.1095160777908097,1
2009-11-01,1,High Consumption Pattern,1.2799777777777777,5.216,0.218,0.9816104080802549,1
2009-11-02,1,High Consumption Pattern,1.0446013888888888,4.366,0.226,0.8971178851129842,0
2009-11-03,2,Peak-Heavy Pattern,1.5740888888888889,6.938,0.212,1.3893975068288007,0
2009-11-04,1,High Consumption Pattern,1.25125,5.97,0.24,1.0338295238404362,0
2009-11-05,1,High Consumption Pattern,1.0836569444444444,5.268,0.214,0.9677214271777133,0
2009-11-06,1,High Consumption Pattern,0.9655902777777778,4.19,0.218,0.6629332056909701,0
2009-11-07,1,High Consumption Pattern,1.0813722222222222,4.318,0.22,0.7939326419480325,1
2009-11-08,2,Peak-Heavy Pattern,1.7416680555555555,6.23,0.22,1.3927951302061221,1
2009-11-09,1,High Consumption Pattern,0.9774145833333334,5.818,0.23,0.9641161638570993,0
2009-11-10,1,High Consumption Pattern,1.1154055555555555,5.452,0.232,0.7711376049749498,0
2009-11-11,2,Peak-Heavy Pattern,1.417,6.91,0.254,1.254082746786967,0
2009-11-12,1,High Consumption Pattern,1.0160180555555556,5.83,0.224,0.9959648467924217,0
2009-11-13,1,High Consumption Pattern,1.0645319444444443,4.838,0.222,0.8625153014648401,0
2009-11-14,2,Peak-Heavy Pattern,1.7780944444444446,6.038,0.224,1.261608110205233,1
2009-11-15,2,Peak-Heavy Pattern,1.366186111111111,8.726,0.218,1.3627528566263871,1
2009-11-16,1,High Consumption Pattern,1.0517138888888888,7.116,0.216,0.9995088252118225,0
2009-11-17,1,High Consumption Pattern,1.186315277777778,4.04,0.222,0.7982730060087401,0
2009-11-18,2,Peak-Heavy Pattern,1.8327597222222223,8.432,0.218,1.4825524814403959,0
2009-11-19,1,High Consumption Pattern,1.0242,3.968,0.226,0.6732512830010378,0
2009-11-20,1,High Consumption Pattern,1.3618166666666667,6.408,0.22,1.0155881420232362,0
2009-11-21,2,Peak-Heavy Pattern,1.733927777777778,8.018,0.22,1.445303149112508,1
2009-11-22,2,Peak-Heavy Pattern,1.7020666666666668,7.84,0.224,1.5296002488216571,1
2009-11-23,1,High Consumption Pattern,1.0216125,4.764,0.224,0.8534341744066558,0
2009-11-24,2,Peak-Heavy Pattern,1.4783722222222224,9.732,0.228,1.3913498219195082,0
2009-11-25,1,High Consumption Pattern,1.3750902777777778,5.69,0.232,1.0707509851397863,0
2009-11-26,1,High Consumption Pattern,1.110851388888889,5.964,0.226,0.9740191995592045,0
2009-11-27,1,High Consumption Pattern,0.9583513888888889,3.038,0.216,0.6615791804091292,0
2009-11-28,1,High Consumption Pattern,1.2909375,5.834,0.216,0.9481718609795594,1
2009-11-29,1,High Consumption Pattern,1.1465013888888889,6.436,0.226,1.052612330610192,1
2009-11-30,1,High Consumption Pattern,1.2119375000000001,4.854,0.29,0.8174850084056793,0
2009-12-01,1,High Consumption Pattern,1.2197069444444444,4.088,0.28,0.8664742005322588,0
2009-12-02,2,Peak-Heavy Pattern,1.6289361111111111,6.044,0.23,1.0723244747268135,0
2009-12-03,1,High Consumption Pattern,1.0275611111111111,5.486,0.284,0.8120258157104858,0
2009-12-04,1,High Consumption Pattern,1.1883986111111111,4.63,0.284,0.9471170399796905,0
2009-12-05,2,Peak-Heavy Pattern,1.6331680555555557,6.01,0.26,1.347569111255978,1
2009-12-06,2,Peak-Heavy Pattern,1.651588888888889,8.494,0.268,1.4361770223848733,1
2009-12-07,1,High Consumption Pattern,1.2101652777777778,5.038,0.236,0.9601872112541044,0
2009-12-08,1,High Consumption Pattern,1.3936694444444444,6.022,0.24,1.047063919274393,0
2009-12-09,1,High Consumption Pattern,1.2516361111111112,5.09,0.24,1.014772948557728,0
2009-12-10,1,High Consumption Pattern,1.4299750000000002,5.662,0.244,1.0191507750881377,0
2009-12-11,1,High Consumption Pattern,1.2392097222222223,5.6,0.236,0.9385464374940605,0
2009-12-12,1,High Consumption Pattern,1.2613750000000001,6.788,0.234,1.2616634390462416,1
2009-12-13,1,High Consumption Pattern,1.4852874999999999,4.6,0.238,1.1728765992244623,1
2009-12-14,1,High Consumption Pattern,1.2464319444444445,6.974,0.238,1.2842538309247904,0
2009-12-15,1,High Consumption Pattern,1.3473027777777777,5.132,0.246,0.9258533722913385,0
2009-12-16,1,High Consumption Pattern,0.9686625,4.884,0.242,0.885559925020685,0
2009-12-17,1,High Consumption Pattern,1.1924875,4.24,0.24,0.7706243120233401,0
2009-12-18,1,High Consumption Pattern,1.2116013888888888,4.936,0.242,0.9195965665270432,0
2009-12-19,1,High Consumption Pattern,1.5307875,5.698,0.194,0.9652121303369985,1
2009-12-20,1,High Consumption Pattern,0.7945597222222222,5.688,0.204,0.7643593823376148,1
2009-12-21,1,High Consumption Pattern,1.4131708333333333,7.2,0.2,1.1952608637016153,0
2009-12-22,1,High Consumption Pattern,1.3111263888888889,4.636,0.214,0.8659757931693356,0
2009-12-23,1,High Consumption Pattern,1.0105555555555557,5.276,0.194,0.7784588986029677,0
2009-12-24,2,Peak-Heavy Pattern,2.0179819444444442,7.57,0.2,1.8151260512765,0
2009-12-25,2,Peak-Heavy Pattern,1.4775333333333334,5.878,0.244,1.074308786101264,0
2009-12-26,2,Peak-Heavy Pattern,1.5164013888888888,6.446,0.24,1.01438985450688,1
2009-12-27,2,Peak-Heavy Pattern,1.5246194444444443,6.464,0.242,1.1824750451583346,1
2009-12-28,1,High Consumption Pattern,1.4542347222222223,4.952,0.266,1.0679624487702004,0
2009-12-29,1,High Consumption Pattern,1.4222000000000001,5.216,0.25,1.051770793908394,0
2009-12-30,2,Peak-Heavy Pattern,1.7021597222222222,7.84,0.248,1.5313782786849224,0
2009-12-31,1,High Consumption Pattern,1.536036111111111,4.69,0.242,0.9198219477982139,0
2010-01-01,1,High Consumption Pattern,0.850175,4.976,0.322,0.6972807283347351,0
2010-01-02,1,High Consumption Pattern,0.910982638888889,6.236,0.248,0.9290496921498069,1
2010-01-03,2,Peak-Heavy Pattern,1.4468430555555556,6.382,0.272,1.300597058736592,1
2010-01-04,1,High Consumption Pattern,1.1139805555555555,4.56,0.298,0.8035526050351403,0
2010-01-05,1,High Consumption Pattern,1.541513888888889,5.544,0.252,1.0008005647885312,0
2010-01-06,1,High Consumption Pattern,1.2341527777777779,5.304,0.242,1.0095076743329399,0
2010-01-07,1,High Consumption Pattern,1.2287791666666668,4.908,0.24,0.952200048537974,0
2010-01-08,1,High Consumption Pattern,1.248061111111111,5.454,0.242,0.8740690091840574,0
2010-01-09,2,Peak-Heavy Pattern,1.6228472222222223,8.154,0.246,1.4835480165585961,1
2010-01-10,2,Peak-Heavy Pattern,1.7419902777777776,7.35,0.238,1.4442775658398381,1
2010-01-11,1,High Consumption Pattern,1.0546416666666667,5.36,0.246,0.905890917156891,0
2010-01-15,2,Peak-Heavy Pattern,1.525527777777778,9.098,0.238,1.3875600031197723,0
2010-01-16,1,High Consumption Pattern,1.4931333333333334,6.634,0.244,1.11535840240238,1
2010-01-17,1,High Consumption Pattern,1.3239972222222223,5.12,0.244,0.9872325390520864,1
2010-01-18,1,High Consumption Pattern,1.3063180555555556,4.906,0.24,0.80876046095491,0
2010-01-19,2,Peak-Heavy Pattern,1.689936111111111,6.674,0.244,1.193834257746977,0
2010-01-20,2,Peak-Heavy Pattern,1.6331444444444445,6.01,0.26,1.2502635835939246,0
2010-01-21,1,High Consumption Pattern,1.484622222222222,5.348,0.238,1.0589672163553605,0
2010-01-22,1,High Consumption Pattern,1.2434902777777777,5.228,0.236,0.7798824940729375,0
2010-01-23,2,Peak-Heavy Pattern,1.813570138888889,7.042,0.234,1.4009249557702126,1
2010-01-24,2,Peak-Heavy Pattern,1.575986111111111,9.122,0.258,1.3833795862754268,1
2010-01-25,1,High Consumption Pattern,1.3406319444444443,6.048,0.256,1.0692289197950218,0
2010-01-26,1,High Consumption Pattern,1.4358083333333331,4.666,0.256,0.7772285839995609,0
2010-01-27,2,Peak-Heavy Pattern,1.9172930555555556,7.078,0.27,1.271434038586241,0
2010-01-28,1,High Consumption Pattern,1.4654402777777777,5.166,0.264,1.03444927046454,0
2010-01-29,1,High Consumption Pattern,1.4534652777777777,5.964,0.234,1.0138957899472474,0
2010-01-30,2,Peak-Heavy Pattern,1.9741166666666667,8.006,0.238,1.5574798919724573,1
2010-01-31,1,High Consumption Pattern,1.2494416666666666,4.89,0.24,1.0077647339184936,1
2010-02-01,1,High Consumption Pattern,1.1762347222222223,4.3,0.226,0.928380528075038,0
2010-02-02,1,High Consumption Pattern,1.4982166666666665,5.124,0.228,0.8195395800570315,0
2010-02-03,2,Peak-Heavy Pattern,2.0159819444444445,7.388,0.252,1.3174980952868487,0
2010-02-04,1,High Consumption Pattern,1.6085208333333334,6.124,0.25,0.852928753714188,0
2010-02-05,1,High Consumption Pattern,1.4575638888888887,4.482,0.238,0.8869036447873336,0
2010-02-06,2,Peak-Heavy Pattern,1.8840180555555555,7.416,0.24,1.382981982160875,1
2010-02-07,1,High Consumption Pattern,1.1289638888888889,6.0,0.248,1.0220471866736422,1
2010-02-08,1,High Consumption Pattern,1.7932208333333333,5.154,0.244,1.131968865912273,0
2010-02-09,1,High Consumption Pattern,1.6812027777777776,5.348,0.288,0.9129681278631895,0
2010-02-10,1,High Consumption Pattern,1.3527944444444444,4.846,0.242,0.878723388228539,0
2010-02-11,1,High Consumption Pattern,0.9512277777777778,3.54,0.246,0.7576181749531756,0
2010-02-12,1,High Consumption Pattern,1.3145819444444444,5.396,0.246,0.8855898072429094,0
2010-02-13,2,Peak-Heavy Pattern,1.633025,8.724,0.244,1.2631654071402099,1
2010-02-14,1,High Consumption Pattern,1.1725694444444446,5.37,0.238,0.7521626752911574,1
2010-02-15,2,Peak-Heavy Pattern,1.4563416666666666,6.174,0.242,1.2884932109333223,0
2010-02-16,1,High Consumption Pattern,1.2484416666666667,6.014,0.33,0.9110863774329243,0
2010-02-17,2,Peak-Heavy Pattern,1.4267777777777777,7.33,0.268,1.182393659669783,0
2010-02-18,1,High Consumption Pattern,1.223025,5.154,0.246,0.8803796827244468,0
2010-02-19,1,High Consumption Pattern,1.3566472222222221,5.544,0.252,1.0276267364047076,0
2010-02-20,1,High Consumption Pattern,1.377588888888889,5.288,0.252,1.0110552399048924,1
2010-02-21,2,Peak-Heavy Pattern,1.9029958333333332,8.38,0.27,1.615948547053222,1
2010-02-22,1,High Consumption Pattern,1.0236361111111112,6.084,0.238,0.9992112251652956,0
2010-02-23,1,High Consumption Pattern,1.0147777777777778,6.758,0.24,1.0651251062345328,0
2010-02-24,1,High Consumption Pattern,1.3293597222222222,6.512,0.252,0.9488062027249397,0
2010-02-25,1,High Consumption Pattern,1.3056972222222223,3.836,0.242,0.6410254185331673,0
2010-02-26,1,High Consumption Pattern,1.4723305555555555,5.188,0.244,1.0533478138088304,0
